id,guid,link,pubdate,author,title,description,source,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,lang,
1,"https://twitter.com/alukashevsky/statuses/1087773743802404865","https://twitter.com/alukashevsky/statuses/1087773743802404865","2019-01-22 13:07:25","alukashevsky","RT @EchoMskNews: Лукашенко поручил заняться освобождением гражданки республики Анастасии Вашукевич, известной как Настя Рыбка https://t.co/…","Лукашенко поручил заняться освобождением гражданки республики Анастасии Вашукевич, известной как Настя Рыбка https://t.co/fyeWY2DsZX","Twitter for Android",159132496,"https://pbs.twimg.com/profile_images/630723867695292416/0fPJDYCh_normal.jpg",131231,2315,1834,"2010-06-24 11:00:23","Paparazzi,foto,video,cinema. Go to Mars!!! Do not ask God for an easy life. Ask him to make you stronger","moscow","ru","","","","","","","","","","","","","","","","","","",
2,"https://twitter.com/Vladimi_kvi/statuses/1087773350313766912","https://twitter.com/Vladimi_kvi/statuses/1087773350313766912","2019-01-22 13:05:51","Vladimi_kvi","RT @vigimadi: Настя Рыбка, благодаря огласке, на свободе, а ФБК подал в СК заявление о возбуждении уголовных дел в отношении Олега Дерипаск…","Настя Рыбка, благодаря огласке, на свободе, а ФБК подал в СК заявление о возбуждении уголовных дел в отношении Олега Дерипаски и сотрудников правоохранительных органов, возбудивших заказное дело. Тут целая серия статей УК РФ и мириться с таким нельзя. https://t.co/bh981mqzZQ https://t.co/b51HzBV841","Twitter Web Client",817416638,"https://pbs.twimg.com/profile_images/975977152704385024/O3xH77PM_normal.jpg",25272,1085,693,"2012-09-11 09:19:45","","Санкт Петербург","ru","","","","","","","","","","","","","","","","","","",
3,"https://twitter.com/MIHZ25MIK74/statuses/1087773044486086656","https://twitter.com/MIHZ25MIK74/statuses/1087773044486086656","2019-01-22 13:04:38","MIHZ25MIK74","@rianru Настя Рыбка Золотая Приносит Деньги как в Боевике!","@rianru Настя Рыбка Золотая Приносит Деньги как в Боевике!","Twitter Web Client",1208365398,"https://pbs.twimg.com/profile_images/3291582928/a547d97a28ec132a9faf62f8d3f5a553_normal.jpeg",1725,355,42,"2013-02-22 08:06:09","https://t.co/XOZEcDX3D6     mihz25mik74@gmail.com For receiving mutual benefit! There is a #million #project or #donation? #Contact me #quickly!","","ru","","","","","","","","","","","","","","","","","","",
4,"https://twitter.com/EchoMskNews/statuses/1087773023510249472","https://twitter.com/EchoMskNews/statuses/1087773023510249472","2019-01-22 13:04:33","EchoMskNews","Лукашенко поручил заняться освобождением гражданки республики Анастасии Вашукевич, известной как Настя Рыбка https://t.co/fyeWY2DsZX","Лукашенко поручил заняться освобождением гражданки республики Анастасии Вашукевич, известной как Настя Рыбка https://t.co/fyeWY2DsZX","dlvr.it",68643775,"https://pbs.twimg.com/profile_images/799242429966782464/jlpLMLmM_normal.jpg",474038,16,251929,"2009-08-25 04:26:22","Новости Эхо Москвы ||| Echo of Moscow Radio News","Moscow","ru","","","","","","","","","","","","","","","","","","",
5,"https://twitter.com/victorykn/statuses/1087772598098935809","https://twitter.com/victorykn/statuses/1087772598098935809","2019-01-22 13:02:51","victorykn","RT @vigimadi: Настя Рыбка, благодаря огласке, на свободе, а ФБК подал в СК заявление о возбуждении уголовных дел в отношении Олега Дерипаск…","Настя Рыбка, благодаря огласке, на свободе, а ФБК подал в СК заявление о возбуждении уголовных дел в отношении Олега Дерипаски и сотрудников правоохранительных органов, возбудивших заказное дело. Тут целая серия статей УК РФ и мириться с таким нельзя. https://t.co/bh981mqzZQ https://t.co/b51HzBV841","Twitter for iPhone",161685142,"https://pbs.twimg.com/profile_images/1073035567364014082/tvfO9UiI_normal.jpg",38056,4045,1850,"2010-07-01 09:54:58","noblesse oblige","New York, NY","ru","","","","","","","","","","","","","","","","","","",
6,"https://twitter.com/SkyLine908/statuses/1087772378489344000","https://twitter.com/SkyLine908/statuses/1087772378489344000","2019-01-22 13:01:59","SkyLine908","RT @vigimadi: Настя Рыбка, благодаря огласке, на свободе, а ФБК подал в СК заявление о возбуждении уголовных дел в отношении Олега Дерипаск…","Настя Рыбка, благодаря огласке, на свободе, а ФБК подал в СК заявление о возбуждении уголовных дел в отношении Олега Дерипаски и сотрудников правоохранительных органов, возбудивших заказное дело. Тут целая серия статей УК РФ и мириться с таким нельзя. https://t.co/bh981mqzZQ https://t.co/b51HzBV841","Twitter for Android",1427388758,"https://pbs.twimg.com/profile_images/994352731392528389/QGL7FZLX_normal.jpg",6185,178,51,"2013-05-14 05:21:01","Вечный студент, инженер-конструктор, любящий муж, люблю узнавать новое, игры, книги, кино и сериалы, рок и метал.","Московская область, Россия","ru","","","","","","","","","","","","","","","","","","",
7,"https://twitter.com/Preobrajhensky/statuses/1087771867027513344","https://twitter.com/Preobrajhensky/statuses/1087771867027513344","2019-01-22 12:59:57","Preobrajhensky","RT @VictorKvert2008: Лукашенко поручил заняться освобождением гражданки республики Беларусь Анастасии Вашукевич, с позывным «Настя Рыбка»,…","Лукашенко поручил заняться освобождением гражданки республики Беларусь Анастасии Вашукевич, с позывным «Настя Рыбка», которую в РФ обвиняют в вовлечении в проституцию Дерипаски и Приходько https://t.co/EmtFUQP3dy","Twitter Web App",3410746827,"https://pbs.twimg.com/profile_images/630435254893805569/NHK7BnIT_normal.jpg",111352,117,240,"2015-08-09 13:45:14","an elderly pensioner","Ukraine, Kiev","ru","","","","","","","","","","","","","","","","","","",
8,"https://twitter.com/KuricynS/statuses/1087771712442257409","https://twitter.com/KuricynS/statuses/1087771712442257409","2019-01-22 12:59:20","KuricynS","RT @EchoMskNews: Лукашенко поручил заняться освобождением гражданки республики Анастасии Вашукевич, известной как Настя Рыбка https://t.co/…","Лукашенко поручил заняться освобождением гражданки республики Анастасии Вашукевич, известной как Настя Рыбка https://t.co/xNgGUitxCt","Twitter Web Client",591557393,"https://pbs.twimg.com/profile_images/760636601756217344/jDEIbTIg_normal.jpg",81136,745,1074,"2012-05-27 02:05:38","","Russia  ","ru","","","","","","","","","","","","","","","","","","",
9,"https://twitter.com/Anticorper/statuses/1087771507173007361","https://twitter.com/Anticorper/statuses/1087771507173007361","2019-01-22 12:58:31","Anticorper","RT @EchoMskNews: Лукашенко поручил заняться освобождением гражданки республики Анастасии Вашукевич, известной как Настя Рыбка https://t.co/…","Лукашенко поручил заняться освобождением гражданки республики Анастасии Вашукевич, известной как Настя Рыбка https://t.co/xNgGUitxCt","Twitter Web Client",1673838372,"https://pbs.twimg.com/profile_images/878391807008268289/O6Xr8oxc_normal.jpg",55055,2157,3558,"2013-08-15 15:12:39","Sapere aude!","United Kingdom of Putinland","ru","","","","","","","","","","","","","","","","","","",
10,"https://twitter.com/SIBIR38/statuses/1087771405767176192","https://twitter.com/SIBIR38/statuses/1087771405767176192","2019-01-22 12:58:07","SIBIR38","Президент Белоруссии Александр Лукашенко в курсе ситуации, в которой оказалась гражданка республики Анастасия Вашукевич (Настя Рыбка), подозреваемая в России в вовлечении в проституцию, белорусский лидер дал поручение МИД заняться ее освобождением https://t.co/YoJk6qIQR7","Президент Белоруссии Александр Лукашенко в курсе ситуации, в которой оказалась гражданка республики Анастасия Вашукевич (Настя Рыбка), подозреваемая в России в вовлечении в проституцию, белорусский лидер дал поручение МИД заняться ее освобождением https://t.co/YoJk6qIQR7","Twitter Web Client",811164414980329473,"https://pbs.twimg.com/profile_images/992421409082167296/BpaLcfn-_normal.jpg",7765,1164,4487,"2016-12-20 06:00:42","#Политика,#sport,#music,#юмор,#Россия,#SaveDonbassPeople,#Культура  полезная  диванная аналитика",", RussiaАТ","ru","","","","","","","","","","","","","","","","","","",
